,ADM3_PCODE,ADM3_FR,geometry,rwi,pop
0,TG030801,Abobo,"POLYGON ((1.2721110000000522 6.288045000000068, 1.2721650000000295 6.288141000000053, 1.2745820000000663 6.2877090000000635, 1.2778730000000564 6.288599000000033, 1.2807200000000307 6.291025000000047, 1.2835770000000366 6.2903760000000375, 1.2894160000000738 6.2906110000000695, 1.2895050000000197 6.290615000000059, 1.2945570000000544 6.290192000000047, 1.2982950000000528 6.288886000000048, 1.302910000000054 6.287802000000056, 1.3048890000000597 6.286929000000043, 1.3068620000000237 6.288034000000039, 1.3083920000000262 6.29045700000006, 1.3125540000000342 6.293546000000049, 1.3162790000000655 6.296195000000068, 1.3202320000000327 6.2962080000000356, 1.3239720000000261 6.294023000000038, 1.325736000000063 6.291831000000059, 1.335407000000032 6.2892250000000445, 1.3422220000000493 6.2870490000000245, 1.3463830000000598 6.290578000000039, 1.3542730000000347 6.295877000000075, 1.3580180000000723 6.292153000000042, 1.3593450000000757 6.289301000000023, 1.3613300000000663 6.286450000000059, 1.3639720000000466 6.284481000000028, 1.3672690000000216 6.283392000000049, 1.3690220000000295 6.284497000000044, 1.3694540000000757 6.286915000000022, 1.3694450000000415 6.289991000000043, 1.3705350000000749 6.29241200000007, 1.3735960000000205 6.296816000000035, 1.3740250000000742 6.300114000000065, 1.3770920000000615 6.302541000000076, 1.3814810000000648 6.303653000000054, 1.385767000000044 6.303838000000042, 1.3869710000000737 6.303890000000024, 1.392278000000033 6.292040000000043, 1.39251100000007 6.2878650000000675, 1.3947180000000685 6.284137000000044, 1.3993470000000343 6.2786570000000665, 1.400679000000025 6.27382700000004, 1.4042100000000346 6.268124000000057, 1.4055180000000291 6.257013000000029, 1.4057880000000296 6.254724000000067, 1.4053590000000327 6.251427000000035, 1.4053560000000402 6.251345000000072, 1.405161000000021 6.244394000000057, 1.4025610000000484 6.232740000000035, 1.398225000000025 6.214268000000061, 1.3972700000000486 6.21438900000004, 1.395441000000062 6.214622000000077, 1.395366000000024 6.214574000000027, 1.3827190000000655 6.211623000000031, 1.3682450000000586 6.20909400000005, 1.3556760000000736 6.20909400000005, 1.349939000000063 6.207307000000071, 1.3433520000000385 6.207287000000065, 1.334363000000053 6.202864000000034, 1.3290940000000546 6.202627000000064, 1.3207630000000563 6.19842600000004, 1.3206330000000435 6.198419000000058, 1.3207490000000348 6.198477000000025, 1.316993000000025 6.20571700000005, 1.3075210000000652 6.215355000000045, 1.3002540000000522 6.221924000000058, 1.2962800000000243 6.228723000000059, 1.29570700000005 6.232199000000037, 1.29570300000006 6.233369000000039, 1.2961510000000658 6.233911000000035, 1.2969600000000696 6.23400300000003, 1.2973140000000285 6.23562400000003, 1.2964070000000447 6.238142000000039, 1.2962160000000722 6.241561000000047, 1.2969270000000392 6.244264000000044, 1.2975490000000605 6.246696000000043, 1.2970940000000724 6.24831400000005, 1.2955650000000674 6.248309000000063, 1.2943070000000603 6.2479450000000725, 1.2930460000000608 6.248301000000026, 1.292233000000067 6.249559000000033, 1.2924970000000258 6.251179000000036, 1.2933020000000397 6.252712000000031, 1.2951870000000554 6.2538880000000745, 1.2968020000000706 6.255064000000061, 1.2982350000000338 6.256868000000054, 1.2981410000000437 6.258308000000056, 1.2969640000000595 6.26064400000007, 1.296508000000074 6.262533000000076, 1.2956010000000333 6.26469000000003, 1.2946140000000241 6.26742100000007, 1.2919130000000223 6.268424000000039, 1.2870730000000208 6.270096000000024, 1.2835830000000215 6.271435000000054, 1.2811100000000692 6.271427000000074, 1.2776230000000623 6.2717530000000465, 1.2757060000000706 6.273547000000065, 1.274233000000038 6.277029000000027, 1.2746700000000715 6.28096800000003, 1.2737580000000435 6.284678000000042, 1.2736410000000546 6.285915000000045, 1.2727350000000683 6.287825000000055, 1.2721110000000522 6.288045000000068))",-0.13226520393067048,36417.06
1,TG040701,Adeta,"POLYGON ((0.9312990000000241 7.142223000000058, 0.9319270000000301 7.1414550000000645, 0.9370780000000423 7.126007000000072, 0.9378690000000347 7.117563000000075, 0.9408600000000433 7.1118450000000735, 0.9454340000000343 7.1041040000000635, 0.950800000000072 7.095660000000066, 0.949305000000038 7.088447000000031, 0.9496560000000613 7.077540000000056, 0.950219000000061 7.073395000000062, 0.9508770000000482 7.069611000000066, 0.9538380000000757 7.064511000000039, 0.961242000000027 7.058752000000027, 0.9670000000000414 7.053488000000073, 0.9627230000000395 7.046907000000033, 0.9614070000000652 7.04542600000002, 0.951938000000041 7.033898000000022, 0.9462700000000268 7.026999000000046, 0.9458350000000451 7.027187000000026, 0.9378800000000638 7.030619000000058, 0.9367280000000733 7.032593000000077, 0.9377150000000256 7.0350610000000415, 0.9378390000000536 7.035596000000055, 0.9359880000000658 7.036213000000032, 0.9331080000000611 7.034979000000021, 0.9308460000000309 7.034979000000021, 0.9293700000000626 7.035813000000076, 0.9261160000000359 7.037652000000037, 0.9207690000000639 7.044233000000077, 0.9156280000000265 7.050197000000026, 0.9113090000000739 7.057190000000048, 0.8993810000000622 7.061303000000066, 0.8784040000000459 7.063359000000048, 0.858250000000055 7.06253700000002, 0.8370680000000448 7.063976000000025, 0.8199980000000551 7.0723050000000285, 0.8012840000000665 7.0852610000000595, 0.7905900000000656 7.092254000000025, 0.7807180000000358 7.105827000000033, 0.7447290000000635 7.122074000000055, 0.7319780000000264 7.105416000000048, 0.7290990000000761 7.093899000000022, 0.7289280000000531 7.089879000000053, 0.7286880000000338 7.08423300000004, 0.7256030000000351 7.079503000000045, 0.7237520000000472 7.0809430000000475, 0.7159370000000536 7.085467000000051, 0.7003070000000662 7.091225000000065, 0.6910530000000676 7.102125000000058, 0.6827080000000478 7.108553000000029, 0.6758340000000658 7.113847000000021, 0.6690480000000321 7.118372000000022, 0.6686370000000466 7.120840000000044, 0.6715160000000537 7.123102000000074, 0.6789190000000644 7.123307000000068, 0.6850890000000618 7.122074000000055, 0.6883790000000545 7.121457000000021, 0.6889960000000315 7.1235130000000595, 0.6904360000000338 7.127215000000035, 0.6900250000000483 7.133179000000041, 0.6906420000000253 7.137909000000036, 0.6945490000000518 7.140788000000043, 0.6957830000000627 7.145107000000053, 0.6969800000000532 7.150495000000035, 0.6970170000000735 7.150660000000073, 0.7039100000000644 7.155605000000037, 0.7105900000000247 7.152716000000055, 0.7227240000000279 7.146958000000041, 0.7365030000000274 7.140582000000052, 0.7568630000000667 7.1424330000000396, 0.7675560000000701 7.138732000000061, 0.7879160000000525 7.131534000000045, 0.8051910000000362 7.1282430000000545, 0.8245230000000561 7.133179000000041, 0.8417980000000398 7.135852000000057, 0.8563120000000595 7.144825000000026, 0.8598950000000514 7.146546000000058, 0.8703840000000582 7.1428450000000225, 0.8718240000000606 7.141816000000063, 0.8866310000000226 7.1416110000000685, 0.9312990000000241 7.142223000000058))",-0.0938939889179351,12783.172
2,TG030901,Adetikope,"POLYGON ((1.241990000000044 6.350760000000037, 1.2448010000000522 6.3432070000000635, 1.241463000000067 6.339343000000042, 1.2332080000000474 6.344437000000028, 1.2311000000000263 6.347950000000026, 1.2265330000000745 6.34935500000006, 1.2224930000000427 6.350760000000037, 1.2186290000000213 6.349882000000036, 1.2164300000000594 6.347683000000075, 1.2164770000000544 6.347419000000059, 1.2189570000000458 6.341451000000063, 1.2226660000000606 6.335839000000021, 1.2240900000000465 6.330394000000069, 1.2239810000000375 6.329169000000036, 1.2281140000000619 6.322656000000052, 1.2312760000000367 6.317562000000066, 1.237950000000069 6.309307000000047, 1.2458550000000628 6.3033340000000635, 1.2505970000000275 6.300348000000042, 1.2514760000000251 6.298592000000042, 1.250703000000044 6.292444000000046, 1.24901600000004 6.287104000000056, 1.2478920000000358 6.2797970000000305, 1.2487090000000762 6.276614000000052, 1.2469580000000633 6.273241000000041, 1.2454320000000507 6.272066000000052, 1.242285000000038 6.271696000000077, 1.2399480000000267 6.27141800000004, 1.2376990000000205 6.27141000000006, 1.2354490000000737 6.271763000000021, 1.2266251580000471 6.276568914000052, 1.2266250000000696 6.276569000000052, 1.2264360000000352 6.2770680000000425, 1.2251840000000698 6.279189000000031, 1.2248680000000718 6.280507000000057, 1.224204000000043 6.282190000000071, 1.222882000000027 6.283175000000028, 1.2221830000000296 6.284125000000074, 1.2209740000000693 6.284378000000061, 1.2193620000000465 6.284665000000075, 1.217990000000043 6.284477000000038, 1.217262000000062 6.283083000000033, 1.2158000000000584 6.2822720000000345, 1.213606000000027 6.281458000000043, 1.212045000000046 6.280789000000027, 1.2097180000000662 6.280728000000067, 1.2078670000000216 6.280722000000026, 1.2060840000000326 6.280846000000054, 1.20520300000004 6.28157600000003, 1.2041000000000395 6.282781000000057, 1.2033460000000673 6.283695000000023, 1.2018050000000358 6.284862000000032, 1.2006260000000566 6.286800000000028, 1.1990140000000338 6.2871240000000626, 1.1982390000000578 6.288990000000069, 1.1977020000000493 6.29060000000004, 1.1962340000000609 6.291621000000021, 1.1945830000000228 6.292605000000037, 1.1931880000000206 6.293589000000054, 1.19263600000005 6.294430000000034, 1.1887690000000362 6.298510000000022, 1.1797710000000734 6.298610000000053, 1.1797660000000292 6.298610000000053, 1.1797650000000317 6.298610000000053, 1.1786160000000336 6.299012000000062, 1.1898220000000492 6.315981000000022, 1.1898220000000492 6.32616900000005, 1.193687000000068 6.336708000000044, 1.1984290000000328 6.3446120000000406, 1.2045770000000289 6.352341000000024, 1.2098460000000273 6.359894000000054, 1.2151880000000688 6.364494000000036, 1.2151850000000195 6.36534400000005, 1.216147000000035 6.369248000000027, 1.2281140000000619 6.3644610000000625, 1.2346130000000244 6.35936700000002, 1.241990000000044 6.350760000000037))",0.2881861801735346,10484.051
3,TG040101,Adiva,"POLYGON ((0.9940560000000573 7.522001000000046, 1.001920000000041 7.522001000000046, 1.0232080000000678 7.522402000000056, 1.0260200000000737 7.514369000000045, 1.026422000000025 7.506737000000044, 1.028028000000063 7.496696000000043, 1.0278270000000589 7.49474900000007, 1.0268230000000358 7.4850470000000655, 1.0256180000000654 7.4774150000000645, 1.0256180000000654 7.475355000000036, 1.0153460000000223 7.486885000000029, 1.0075570000000198 7.500906000000043, 0.9997680000000742 7.509214000000043, 0.9940560000000573 7.517782000000068, 0.9940560000000573 7.522001000000046))",-0.5142869642925336,773.55884
4,TG040301,Adjahun Fiagbe,"POLYGON ((0.6963170000000218 6.820113000000049, 0.6968010000000504 6.820162000000039, 0.7016210000000456 6.820162000000039, 0.7048340000000621 6.820483000000024, 0.7115820000000213 6.819840000000056, 0.7173660000000268 6.8191980000000285, 0.7231500000000324 6.816306000000054, 0.725400000000036 6.814699000000076, 0.7302200000000312 6.806666000000064, 0.7308620000000587 6.799918000000048, 0.7350400000000263 6.793169000000034, 0.7376100000000747 6.7870640000000435, 0.7424300000000699 6.782565000000034, 0.7478930000000332 6.776139000000057, 0.749178000000029 6.765856000000042, 0.7536770000000388 6.7600720000000365, 0.761068000000023 6.756537000000037, 0.7742430000000695 6.750432000000046, 0.7803480000000604 6.746254000000022, 0.7850180000000364 6.741584000000046, 0.785489000000041 6.741113000000041, 0.7842040000000452 6.736614000000031, 0.7842040000000452 6.72954500000003, 0.781955000000039 6.72633200000007, 0.7814350000000445 6.7255720000000565, 0.7809900000000312 6.723440000000039, 0.776813000000061 6.71637000000004, 0.7767250000000558 6.715825000000052, 0.7760160000000269 6.71531200000004, 0.7739210000000298 6.713800000000049, 0.7697440000000597 6.71219300000007, 0.7671730000000707 6.708980000000054, 0.7652450000000499 6.704159000000061, 0.7617100000000505 6.7015890000000695, 0.761333000000036 6.701269000000025, 0.7594320000000607 6.703479000000073, 0.7492700000000241 6.707464000000073, 0.7489440000000513 6.707592000000034, 0.7464750000000322 6.7045080000000326, 0.7425680000000625 6.701217000000042, 0.737632000000076 6.702245000000062, 0.7312570000000278 6.706564000000071, 0.7296120000000315 6.708415000000059, 0.7283780000000206 6.713351000000046, 0.728789000000063 6.717053000000021, 0.7310520000000338 6.721783000000073, 0.7357820000000288 6.725690000000043, 0.7359870000000228 6.731243000000063, 0.7345480000000748 6.734739000000047, 0.7318740000000616 6.7376180000000545, 0.729818000000023 6.7382350000000315, 0.7273500000000581 6.739675000000034, 0.7271440000000666 6.741525000000024, 0.7277610000000436 6.744199000000037, 0.7275550000000521 6.747284000000036, 0.7251900000000546 6.7516540000000305, 0.7195350000000644 6.759366000000057, 0.7172210000000518 6.765021000000047, 0.7141360000000532 6.7691350000000625, 0.7100230000000352 6.7719620000000305, 0.7074530000000436 6.771448000000021, 0.7048820000000546 6.769392000000039, 0.7023110000000656 6.765793000000031, 0.6989700000000312 6.764764000000071, 0.6961420000000658 6.769649000000072, 0.6938280000000532 6.774790000000053, 0.6920290000000477 6.778903000000071, 0.6915140000000406 6.783016000000032, 0.6902290000000448 6.788158000000067, 0.6868870000000697 6.795098000000053, 0.6858590000000504 6.80075400000004, 0.6871440000000462 6.805381000000068, 0.6897150000000352 6.8082090000000335, 0.6963990000000422 6.8123220000000515, 0.6951140000000464 6.81592100000006, 0.6948950000000309 6.815942000000064, 0.6963170000000218 6.820113000000049))",-0.39747793772086737,3969.9434
5,TG010301,Adjengere,"POLYGON ((1.1632190000000264 8.641832000000022, 1.158736000000033 8.64845500000007, 1.1490700000000516 8.649148000000025, 1.1342060000000629 8.649076000000036, 1.129021000000023 8.645353000000057, 1.1111910000000762 8.643786000000034, 1.1037410000000705 8.647447000000057, 1.0903710000000615 8.645902000000035, 1.0806870000000686 8.650291000000038, 1.0695460000000594 8.648756000000049, 1.0613670000000752 8.649454000000048, 1.052423000000033 8.654586000000052, 1.0375320000000556 8.659687000000076, 1.031590000000051 8.658916000000033, 1.025660000000073 8.655928000000074, 1.0212590000000432 8.644811000000061, 1.0168380000000639 8.637393000000031, 1.0131690000000617 8.628499000000033, 1.009488000000033 8.621823000000063, 1.0086410000000683 8.621913000000063, 0.99670100000003 8.623170000000073, 0.9858620000000542 8.626908000000071, 0.9738500000000272 8.630411000000038, 0.9722400000000562 8.631216000000052, 0.9608360000000289 8.636918000000037, 0.9493240000000469 8.641923000000077, 0.9428180000000452 8.643425000000036, 0.9343090000000416 8.638920000000041, 0.9222970000000714 8.634415000000047, 0.9132880000000227 8.631412000000068, 0.8998510000000692 8.624299000000065, 0.8860990000000584 8.627819000000045, 0.8697310000000584 8.631426000000033, 0.8563390000000481 8.634310000000028, 0.8512780000000362 8.637418000000025, 0.8487220000000661 8.637418000000025, 0.8442170000000715 8.644926000000055, 0.8439530000000559 8.645058000000063, 0.8571690000000558 8.68362200000007, 0.8641500000000519 8.703256000000067, 0.8691680000000588 8.718526000000054, 0.8728760000000761 8.743832000000054, 0.8746790000000715 8.755137000000047, 0.8803210000000377 8.754034000000047, 0.883352000000059 8.753440000000069, 0.9113040000000296 8.753829000000053, 0.913265000000024 8.753735000000063, 0.9136330000000612 8.75421700000004, 0.9245940000000701 8.755106000000069, 0.9250500000000557 8.75578900000005, 0.9325570000000312 8.756290000000035, 0.943569000000025 8.748782000000062, 0.9585840000000303 8.73226500000004, 0.9720980000000736 8.710243000000048, 0.9826080000000275 8.695228000000043, 0.9956220000000258 8.693226000000038, 0.9970350000000394 8.69364900000005, 1.018145000000061 8.689722000000074, 1.0436710000000744 8.685718000000065, 1.0626900000000319 8.685217000000023, 1.0902190000000473 8.686218000000054, 1.1097390000000473 8.685217000000023, 1.1217510000000743 8.68772000000007, 1.1497800000000211 8.695728000000031, 1.1587890000000698 8.696229000000073, 1.1682990000000473 8.689722000000074, 1.1743050000000608 8.679712000000052, 1.1838140000000408 8.675207000000057, 1.201833000000022 8.681714000000056, 1.212372000000073 8.684725000000071, 1.2124950000000467 8.684280000000058, 1.2334580000000415 8.673691000000076, 1.2391020000000594 8.675405000000069, 1.2453320000000758 8.67262100000005, 1.2555270000000291 8.668169000000034, 1.2628740000000676 8.668202000000065, 1.2686840000000643 8.65866600000004, 1.2683710000000588 8.657367000000022, 1.265100000000075 8.651716000000022, 1.261233000000061 8.648147000000051, 1.2591160000000627 8.645827000000054, 1.2553760000000693 8.648498000000075, 1.2469280000000253 8.64970500000004, 1.232445000000041 8.653929000000062, 1.2158490000000484 8.657249000000036, 1.2119270000000597 8.659662000000026, 1.1995550000000321 8.664188000000024, 1.1944260000000213 8.663585000000069, 1.1917110000000548 8.664490000000058, 1.1814520000000357 8.65845500000006, 1.1766240000000607 8.650912000000062, 1.17390800000004 8.64457600000003, 1.171192000000076 8.642464000000075, 1.1633480000000418 8.641860000000065, 1.1632190000000264 8.641832000000022))",-0.3331317156776578,9364.585
6,TG041101,Adogbenou,"POLYGON ((1.6327170000000706 7.917295000000024, 1.6340410000000247 7.9031720000000405, 1.6340410000000247 7.896896000000027, 1.6321580000000608 7.886227000000076, 1.6315300000000548 7.852336000000037, 1.629647000000034 7.826604000000032, 1.6352960000000394 7.810286000000076, 1.6359240000000455 7.7964790000000335, 1.6327850000000694 7.731835000000046, 1.6321580000000608 7.711124000000041, 1.6309030000000462 7.676606000000049, 1.6045430000000351 7.675978000000043, 1.5775560000000723 7.675350000000037, 1.5568450000000666 7.677861000000064, 1.5461760000000595 7.685392000000036, 1.5355060000000549 7.696061000000043, 1.517306000000076 7.6941790000000765, 1.5122650000000704 7.6900980000000345, 1.5111480000000483 7.686004000000025, 1.5014200000000528 7.673282000000029, 1.4992430000000354 7.665303000000051, 1.4845170000000394 7.665303000000051, 1.4827870000000303 7.664053000000024, 1.4670970000000239 7.663426000000072, 1.45831000000004 7.672840000000065, 1.4476410000000328 7.68476400000003, 1.4344610000000557 7.691041000000041, 1.4212810000000218 7.7067310000000475, 1.4024530000000368 7.712379000000055, 1.381114000000025 7.721793000000048, 1.3647970000000669 7.73120700000004, 1.3641690000000608 7.7324630000000525, 1.3636480000000688 7.734025000000031, 1.3635410000000547 7.734345000000076, 1.3742110000000594 7.741249000000039, 1.3792320000000586 7.754429000000073, 1.3836250000000518 7.76760900000005, 1.3867630000000304 7.78267100000005, 1.388018000000045 7.790203000000076, 1.390670000000057 7.795771000000059, 1.394294000000059 7.803382000000056, 1.4081020000000422 7.816562000000033, 1.4250470000000632 7.8159350000000245, 1.4488960000000475 7.820955000000026, 1.458938000000046 7.839784000000066, 1.4633310000000392 7.862378000000035, 1.4670970000000239 7.896896000000027, 1.46521400000006 7.901289000000077, 1.4514070000000743 7.909448000000054, 1.4402390000000196 7.908791000000065, 1.441094000000021 7.924183000000028, 1.4403010000000336 7.945598000000075, 1.441094000000021 7.9559090000000765, 1.4423130000000697 7.9648500000000695, 1.4484690000000455 7.962757000000067, 1.4693560000000616 7.965167000000065, 1.4842180000000553 7.963962000000038, 1.4910460000000398 7.957937000000072, 1.4930550000000267 7.950707000000023, 1.4942600000000539 7.943075000000022, 1.5014900000000466 7.937452000000064, 1.5039000000000442 7.928615000000036, 1.518762000000038 7.913352000000032, 1.5304100000000744 7.904917000000069, 1.5388450000000375 7.907327000000066, 1.5625440000000594 7.908934000000045, 1.6235970000000748 7.916565000000048, 1.6327170000000706 7.917295000000024))",-0.4697614373083156,22345.719
7,TG040302,Adzakpa,"POLYGON ((0.7760160000000269 6.71531200000004, 0.77938400000005 6.712836000000038, 0.7874170000000618 6.70673000000005, 0.7932010000000673 6.703838000000076, 0.7986640000000307 6.702874000000065, 0.8018770000000472 6.703196000000048, 0.8060550000000717 6.7060880000000225, 0.8111960000000522 6.709301000000039, 0.815695000000062 6.709301000000039, 0.8192300000000614 6.703196000000048, 0.8160160000000474 6.689378000000033, 0.8173020000000406 6.685522000000049, 0.8208360000000425 6.681023000000039, 0.8282270000000267 6.674275000000023, 0.8272630000000731 6.668813000000057, 0.8198720000000321 6.659173000000067, 0.8179440000000682 6.655959000000053, 0.8153730000000223 6.65049700000003, 0.8160160000000474 6.647926000000041, 0.8185870000000364 6.647283000000073, 0.8218000000000529 6.648890000000051, 0.8246920000000273 6.6469620000000305, 0.8240490000000591 6.642784000000063, 0.8195510000000468 6.637964000000068, 0.8147310000000516 6.631538000000035, 0.8095900000000711 6.6112940000000435, 0.8070190000000252 6.600690000000043, 0.8050910000000613 6.591692000000023, 0.8041270000000509 6.581409000000065, 0.7993070000000557 6.563736000000063, 0.7957340000000386 6.550635000000057, 0.7915220000000431 6.546282000000076, 0.7854990000000726 6.5413350000000605, 0.7783560000000307 6.535540000000026, 0.7727480000000355 6.532141000000024, 0.7681230000000596 6.528887000000054, 0.763919000000044 6.526057000000037, 0.761250000000075 6.525623000000053, 0.7580140000000597 6.526311000000021, 0.7553400000000465 6.527002000000039, 0.7523870000000557 6.527270000000044, 0.7470530000000508 6.525700000000029, 0.7432660000000624 6.523715000000038, 0.7372270000000753 6.52242300000006, 0.734843000000069 6.521287000000029, 0.7316170000000284 6.519726000000048, 0.7285270000000423 6.519291000000067, 0.7264170000000263 6.5197030000000495, 0.7215010000000461 6.518837000000076, 0.7188350000000696 6.517701000000045, 0.7187380000000303 6.517526000000032, 0.7183000000000561 6.516742000000022, 0.7137650000000235 6.519927000000052, 0.7131890000000567 6.5230170000000385, 0.7129540000000247 6.52526000000006, 0.7131680000000529 6.527656000000036, 0.7141390000000456 6.530472000000032, 0.7166240000000244 6.533379000000025, 0.7201570000000288 6.536123000000032, 0.7380920000000515 6.553293000000053, 0.7400200000000723 6.57032300000003, 0.7374500000000239 6.577071000000046, 0.7268450000000257 6.585426000000041, 0.7155990000000543 6.584783000000073, 0.7027460000000474 6.580606000000046, 0.6911770000000388 6.5783570000000395, 0.6812160000000631 6.583819000000062, 0.6882850000000644 6.592174000000057, 0.6860360000000583 6.597958000000062, 0.6859930000000531 6.5987140000000295, 0.7009230000000457 6.603428000000065, 0.7120290000000296 6.610421000000031, 0.7142910000000597 6.6178240000000415, 0.7149080000000367 6.6313970000000495, 0.7213510000000269 6.641666000000043, 0.7231170000000589 6.641467000000034, 0.7279090000000679 6.640231000000028, 0.7308020000000397 6.636786000000029, 0.7319500000000403 6.634975000000054, 0.7328780000000279 6.633915000000059, 0.7336060000000657 6.633429000000035, 0.7342690000000403 6.633275000000026, 0.7355060000000435 6.634070000000065, 0.7360790000000748 6.634754000000044, 0.7365430000000401 6.635019000000057, 0.7370330000000536 6.635515000000055, 0.7372280000000728 6.63566000000003, 0.7370950000000676 6.636079000000052, 0.7371620000000689 6.636609000000021, 0.7376250000000368 6.637117000000046, 0.7386110000000485 6.637683000000038, 0.7414370000000758 6.639212000000043, 0.7525430000000597 6.6406520000000455, 0.7605630000000474 6.643942000000038, 0.7613860000000727 6.64641000000006, 0.7601520000000619 6.649906000000044, 0.7578900000000317 6.652785000000051, 0.7578900000000317 6.655459000000064, 0.759535000000028 6.659983000000068, 0.7628250000000207 6.664713000000063, 0.7650870000000509 6.668210000000045, 0.7661160000000677 6.67294000000004, 0.7673500000000217 6.68034300000005, 0.7681760000000395 6.691814000000022, 0.7682750000000738 6.693197000000055, 0.761333000000036 6.701269000000025, 0.7617100000000505 6.7015890000000695, 0.7652450000000499 6.704159000000061, 0.7671730000000707 6.708980000000054, 0.7697440000000597 6.71219300000007, 0.7739210000000298 6.713800000000049, 0.7760160000000269 6.71531200000004))",-0.47391089725981117,8115.37
